Weather,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
485,North Platte,US,41.1239,-100.7654,84.38,67,0,11.99,clear sky
486,Pitimbu,BR,-7.4706,-34.8086,70.39,84,10,9.75,clear sky
487,Russkaya Polyana,UA,49.417,31.9201,70.63,69,0,9.53,clear sky
488,Belyy Yar,RU,53.6039,91.3903,71.49,42,0,2.24,clear sky
489,Kirensk,RU,57.7853,108.1119,50.94,97,100,9.71,light rain
490,Vanderhoof,CA,54.0166,-124.0198,54.14,69,44,4.74,scattered clouds
491,Faya,SA,18.3851,42.4509,63.12,64,92,1.28,overcast clouds
492,Morro Da Fumaca,BR,-28.6508,-49.21,55.15,80,98,4.16,overcast clouds
493,San Rafael,AR,-34.6177,-68.3301,51.49,58,100,11.77,overcast clouds
494,Great Falls,US,47.5002,-111.3008,62.42,41,20,12.66,few clouds
495,Nouakchott,MR,18.0858,-15.9785,77.29,83,27,11.05,scattered clouds
496,Sabang,ID,5.8933,95.3214,82.87,73,100,16.31,overcast clouds
497,Livingstone,ZM,-17.8419,25.8543,58.26,55,0,3.29,clear sky
498,Coquimbo,CL,-29.9533,-71.3436,51.53,93,0,2.3,clear sky
499,Apac,UG,1.9756,32.5386,70.36,74,91,2.26,overcast clouds
500,Nogales,MX,31.3086,-110.9422,74.25,78,0,0.0,clear sky
501,Lanzhou,CN,36.0564,103.7922,90.95,39,11,5.21,few clouds
502,Grand Gaube,MU,-20.0064,57.6608,74.37,62,7,5.01,clear sky
503,Winslow,US,35.0242,-110.6974,75.38,43,0,8.05,clear sky
504,Bowen,AU,-20.0167,148.2333,74.77,77,29,8.34,scattered clouds
505,Kanniyakumari,IN,8.0833,77.5667,81.64,70,98,21.39,overcast clouds
506,Itarantim,BR,-15.6597,-40.0656,62.04,95,35,1.34,scattered clouds
507,Koungheul,SN,13.9833,-14.8,74.17,95,100,4.5,overcast clouds
508,Turayf,SA,31.6725,38.6637,91.35,28,16,6.15,few clouds
509,Vryburg,ZA,-26.9566,24.7284,49.87,39,98,6.24,overcast clouds
510,Fayaoue,NC,-20.65,166.5333,77.09,78,18,10.98,light rain
511,Belmonte,BR,-15.8631,-38.8828,71.37,84,35,8.16,scattered clouds
512,Ikon-Khalk,RU,44.3051,41.9142,69.66,62,7,9.57,clear sky
513,Santa Marta,CO,11.2408,-74.199,78.98,85,98,11.86,overcast clouds
514,Wisconsin Rapids,US,44.3836,-89.8174,72.21,85,0,4.61,clear sky
515,Port Hueneme,US,34.1478,-119.1951,75.79,90,0,6.91,clear sky
516,Xapuri,BR,-10.6517,-68.5044,70.0,98,99,0.98,overcast clouds
517,Launceston,AU,-41.45,147.1667,55.15,64,71,18.41,broken clouds
518,Ponta Delgada,PT,37.7333,-25.6667,70.52,100,75,2.3,broken clouds
519,Palmer,US,42.1584,-72.3287,76.86,83,0,0.0,clear sky
520,Sarangani,PH,5.4033,125.4636,83.55,71,77,8.25,broken clouds
521,Fairbanks,US,64.8378,-147.7164,57.16,82,75,5.75,broken clouds
522,Khandyga,RU,62.6667,135.6,74.75,50,100,7.74,overcast clouds
523,Muisne,EC,0.6,-80.0333,73.83,85,100,10.09,overcast clouds
524,Makakilo City,US,21.3469,-158.0858,80.92,71,0,8.05,clear sky
525,Alice Springs,AU,-23.7,133.8833,67.55,22,0,11.5,clear sky
526,Redcar,GB,54.6166,-1.06,52.45,57,66,3.0,broken clouds
527,Vaitape,PF,-16.5167,-151.75,77.13,79,77,24.92,moderate rain
528,Coihueco,CL,-36.6167,-71.8333,48.94,93,100,10.36,mist
529,Keflavik,IS,64.0049,-22.5624,50.43,100,100,8.05,light intensity drizzle
530,Tilichiki,RU,60.4667,166.1,55.22,88,95,3.85,overcast clouds
531,Tete,MZ,-16.1564,33.5867,59.09,88,20,0.0,mist
532,Homestead,US,25.4687,-80.4776,84.02,83,0,8.05,clear sky
533,Ligayan,PH,4.6533,119.4706,82.67,77,49,16.58,light rain
534,Biak,ID,-0.9131,122.8766,74.28,90,100,2.59,overcast clouds
535,Huambo,AO,-12.7761,15.7392,53.53,41,2,1.05,clear sky
536,Nadym,RU,65.5333,72.5167,68.31,61,82,9.1,broken clouds
537,Zuwarah,LY,32.9312,12.082,79.03,63,0,8.68,clear sky
538,Diapaga,BF,12.0708,1.7889,71.65,94,94,4.83,overcast clouds
539,Kununurra,AU,-15.7667,128.7333,89.58,19,98,10.36,overcast clouds
540,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,98,92,8.14,light rain
541,Nipawin,CA,53.3668,-104.0009,45.64,93,58,6.64,broken clouds
542,Olafsvik,IS,64.8945,-23.7142,52.05,94,100,8.75,overcast clouds
543,Sola,VU,-13.8833,167.55,80.78,77,92,18.16,overcast clouds
544,Clyde,US,41.3042,-82.9752,76.55,89,64,8.57,broken clouds
545,Hildesheim,DE,52.1508,9.9511,56.71,96,0,3.71,clear sky
546,Monrovia,LR,6.3005,-10.7969,75.47,83,100,7.99,overcast clouds
547,Pochutla,MX,15.7432,-96.4661,76.82,92,100,3.11,overcast clouds
548,Ashqelon,IL,31.6693,34.5715,80.49,69,0,3.91,clear sky
549,Milkovo,RU,54.7167,158.6167,79.38,49,7,1.5,clear sky
550,Acarau,BR,-2.8856,-40.12,75.81,86,1,12.41,clear sky
551,Soyo,AO,-6.1349,12.3689,68.74,79,71,6.51,broken clouds
552,Paamiut,GL,61.994,-49.6678,44.26,97,100,2.3,overcast clouds
553,Toppenish,US,46.3774,-120.3087,69.35,23,0,1.3,clear sky
554,Kant,IN,27.8,79.8,89.19,62,100,6.55,overcast clouds
555,Navsari,IN,20.9524,72.9324,82.29,78,91,10.38,overcast clouds
556,Alba,PL,52.0324,23.1165,71.47,67,42,5.12,scattered clouds
557,Tigil,RU,57.8,158.6667,68.92,57,40,7.83,scattered clouds
558,Wollongong,AU,-34.4333,150.8833,66.07,50,9,15.43,clear sky
559,Palu,ID,-0.8917,119.8707,85.15,75,76,3.58,broken clouds
560,Verkhnetulomskiy,RU,68.6073,31.7962,53.73,98,100,4.5,overcast clouds
561,Azangaro,PE,-14.9167,-70.2167,40.15,79,88,0.98,overcast clouds
562,Huarmey,PE,-10.0681,-78.1522,61.99,86,60,7.87,broken clouds
563,Veraval,IN,20.9,70.3667,83.53,75,100,3.69,overcast clouds
564,Pangai,TO,-19.8,-174.35,77.14,85,100,14.92,light rain
565,Vydrino,RU,51.485,104.8461,49.82,89,100,6.22,overcast clouds
566,Dumka,IN,24.2667,87.25,89.13,64,100,10.31,overcast clouds
567,Manuk Mangkaw,PH,4.8,119.85,82.09,78,34,15.03,scattered clouds
568,Primo Tapia,MX,32.22,-116.9172,73.94,76,6,9.8,clear sky
569,Chai Badan,TH,15.2,101.1333,77.29,86,100,6.96,overcast clouds
570,Kampot,KH,10.6167,104.1833,82.45,81,100,6.2,moderate rain
571,Orotukan,RU,62.2667,151.7,73.92,45,39,14.34,scattered clouds
572,Celestun,MX,20.8667,-90.4,78.55,79,34,10.74,scattered clouds
573,Sawakin,SD,19.1059,37.3321,89.74,57,72,14.14,broken clouds
574,Xam Nua,LA,20.4197,104.0439,71.28,98,100,0.87,overcast clouds
575,Kinshasa,CD,-4.3246,15.3215,68.88,72,17,5.3,few clouds
576,La Baule-Escoublac,FR,47.2922,-2.364,55.71,77,0,9.22,clear sky
577,Timmins,CA,48.4669,-81.3331,60.62,88,75,5.75,broken clouds
578,Gazimurskiy Zavod,RU,51.5461,118.3266,73.98,44,16,11.41,few clouds
579,Borovichi,RU,58.3878,33.9155,73.49,64,61,7.4,broken clouds
580,Gemena,CD,3.25,19.7667,69.1,100,100,2.48,moderate rain
581,Ocos,GT,14.5094,-92.1933,73.58,79,78,5.1,broken clouds
582,Maningrida,AU,-12.0667,134.2667,87.69,53,35,13.8,scattered clouds
583,Vila Velha,BR,-20.3297,-40.2925,75.15,78,100,9.22,overcast clouds
584,Guarapari,BR,-20.6667,-40.4975,73.89,83,30,15.19,scattered clouds
585,Terney,RU,45.0503,136.6092,69.87,100,100,4.76,overcast clouds
586,Zhezkazgan,KZ,47.8043,67.7144,76.98,27,0,20.13,clear sky
587,Bolobo,CD,-2.1667,16.2333,71.74,78,31,3.29,scattered clouds
588,Jalor,IN,25.35,72.6167,87.06,65,66,5.3,broken clouds
589,Sretensk,RU,52.2453,117.7093,74.37,48,38,10.04,light rain
590,Rurrenabaque,BO,-14.4413,-67.5278,69.3,100,100,1.72,moderate rain
591,Kantang,TH,7.4054,99.5156,82.9,74,99,3.47,light rain
592,Nelson Bay,AU,-32.7167,152.15,68.05,47,0,11.01,clear sky
593,Kholmogory,RU,64.2229,41.656,72.18,64,9,7.45,clear sky
594,Kirby,US,29.4633,-98.3856,85.08,64,75,11.5,broken clouds
595,Ucluelet,CA,48.9329,-125.5528,64.09,80,2,7.18,clear sky
596,Laguna,US,38.421,-121.4238,78.46,72,0,12.66,clear sky
597,Ayagoz,KZ,47.9714,80.4392,73.09,23,0,10.92,clear sky
598,Qui Nhon,VN,13.7667,109.2333,91.22,56,97,9.46,overcast clouds
599,Lomovka,RU,53.9194,58.3672,72.95,50,3,2.75,clear sky
600,Les Cayes,HT,18.2,-73.75,78.67,81,52,0.38,broken clouds
601,Hingoli,IN,19.7167,77.15,80.22,78,98,11.01,overcast clouds
602,Ust-Omchug,RU,61.15,149.6333,64.9,57,77,14.29,broken clouds
603,Pahrump,US,36.2083,-115.9839,83.25,58,63,5.01,broken clouds
604,Parsabad,IR,39.6482,47.9174,84.52,51,0,6.91,clear sky
605,Manado,ID,1.487,124.8455,79.57,94,75,6.91,broken clouds
606,Xinzhi,CN,36.4989,111.7047,100.51,35,7,8.84,clear sky
607,Yulara,AU,-25.2406,130.9889,63.86,20,0,5.79,clear sky
608,Macusani,PE,-14.0833,-70.4333,34.97,91,96,4.85,overcast clouds
609,Kavaratti,IN,10.5669,72.642,80.65,84,100,22.01,overcast clouds
610,Melekhovo,RU,56.2773,41.2935,71.64,68,87,3.31,overcast clouds
611,General Artigas,PY,-26.9333,-56.2167,48.06,93,0,5.32,clear sky
612,Odweyne,SO,9.4092,45.064,74.01,49,2,24.94,clear sky
613,San Cristobal,VE,7.7669,-72.225,68.18,98,97,1.39,overcast clouds
614,Joshimath,IN,30.5667,79.5667,79.32,75,57,6.58,broken clouds
615,Koumac,NC,-20.5667,164.2833,76.6,77,39,6.89,scattered clouds
616,Pavlovsk,RU,50.4578,40.1081,76.64,44,67,11.36,broken clouds
617,Myskhako,RU,44.6714,37.7433,78.58,66,0,2.73,clear sky
618,Brainerd,US,46.358,-94.2008,77.29,88,100,13.8,thunderstorm with rain
619,Kansanshi,ZM,-12.0951,26.4273,53.91,63,6,4.79,clear sky
620,Amot,NO,59.5714,7.9877,48.76,79,56,5.7,broken clouds
621,Owasso,US,36.2695,-95.8547,88.05,64,20,14.97,few clouds
622,Sanger,US,36.708,-119.556,84.81,61,0,13.8,clear sky
623,Kirakira,SB,-10.4544,161.9205,84.25,73,97,11.99,overcast clouds
624,Taltal,CL,-25.4,-70.4833,52.03,87,28,3.51,scattered clouds
625,Novosheshminsk,RU,55.0651,51.2338,74.8,53,36,4.25,scattered clouds
626,Broken Hill,AU,-31.95,141.4333,59.72,33,1,21.88,clear sky
627,Wenchi,GH,7.7392,-2.1046,65.97,97,83,4.63,broken clouds
628,Emba,KZ,48.8264,58.1442,78.71,29,87,17.22,overcast clouds
629,Asau,RO,46.4333,26.4,67.28,70,2,2.86,clear sky
630,Wencheng,CN,33.0559,113.7978,96.4,49,34,14.63,scattered clouds
631,Halmstad,SE,56.6745,12.8568,59.2,65,40,17.27,scattered clouds
632,Araxa,BR,-19.5933,-46.9406,66.16,52,0,3.44,clear sky
633,Henderson,US,36.0397,-114.9819,88.72,42,0,5.75,clear sky
634,Ola,RU,59.5833,151.2833,62.15,81,93,12.48,overcast clouds
635,Anadyr,RU,64.75,177.4833,61.3,51,0,15.66,clear sky
636,Port Blair,IN,11.6667,92.75,80.64,89,100,10.36,moderate rain
637,Palmas Bellas,PA,9.2319,-80.0867,79.34,91,100,6.13,overcast clouds
638,Galich,RU,58.3797,42.3475,74.21,57,56,4.41,broken clouds
639,Yinchuan,CN,38.4681,106.2731,98.73,28,3,7.36,clear sky
640,Ginir,ET,7.1333,40.7,60.8,68,73,10.18,broken clouds
641,Missoula,US,47.0166,-113.8009,61.2,46,45,6.89,scattered clouds
642,Ixtapa,MX,20.7,-105.2,79.83,89,100,3.44,thunderstorm
643,Aykhal,RU,66.0,111.5,48.74,90,100,29.21,moderate rain
644,Ambon,ID,-3.6954,128.1814,78.94,89,40,3.44,light rain
645,Fare,PF,-16.7,-151.0167,76.91,79,62,25.08,moderate rain
646,Adolfo Lopez Mateos,MX,28.4667,-107.3,63.7,66,85,4.54,overcast clouds
647,Vernon,CA,50.2581,-119.2691,61.16,57,63,2.3,broken clouds
648,Fortuna Foothills,US,32.6578,-114.4119,98.69,33,0,6.91,clear sky
649,Inhambane,MZ,-23.865,35.3833,60.78,100,20,3.44,fog
650,Niksar,TR,40.5917,36.9517,73.27,74,50,2.46,scattered clouds
651,Arlit,NE,18.7369,7.3853,87.53,40,48,3.06,scattered clouds
652,Nishihara,JP,26.1842,127.7558,88.88,79,75,11.5,broken clouds
653,Sinnamary,GF,5.3833,-52.95,76.42,85,3,8.81,clear sky
654,Mehamn,NO,71.0357,27.8492,55.35,67,66,5.75,broken clouds
655,Vyksa,RU,55.3175,42.1744,74.86,56,48,3.8,scattered clouds
656,Barabash,RU,43.2,131.4833,84.74,64,75,8.57,broken clouds
657,Hokitika,NZ,-42.7167,170.9667,53.55,94,100,9.57,overcast clouds
658,Ghanzi,BW,-21.5667,21.7833,56.14,25,0,7.78,clear sky
659,Mangrol,IN,21.1167,70.1167,83.12,75,100,2.82,overcast clouds
660,Puerto Colombia,CO,10.9878,-74.9547,80.69,86,100,17.0,overcast clouds
661,Trindade,BR,-16.6494,-49.4889,62.35,36,1,3.49,clear sky
662,Homer,US,59.6425,-151.5483,57.07,76,0,15.99,clear sky
663,Hirara,JP,24.8,125.2833,89.46,70,75,11.5,broken clouds
664,Lakes Entrance,AU,-37.8811,147.981,61.16,58,18,7.36,few clouds
665,Ngunguru,NZ,-35.6167,174.5,59.36,81,82,10.76,broken clouds
666,Roudnice,CZ,50.1762,15.6517,63.41,98,100,11.5,moderate rain
667,Banjar,ID,-8.19,114.9675,88.38,50,63,1.88,broken clouds
668,Tirano,IT,46.2154,10.1679,72.32,99,11,6.42,few clouds
669,Shenkursk,RU,62.1091,42.896,72.52,61,1,6.42,clear sky
670,Huangnihe,CN,43.5583,128.0239,84.06,52,42,9.42,scattered clouds
671,Kathmandu,NP,27.7167,85.3167,75.42,83,75,0.0,moderate rain
672,Masuda,JP,34.6667,131.85,89.87,66,40,11.5,thunderstorm
673,Cascais,PT,38.6979,-9.4215,68.94,88,66,10.0,broken clouds
674,Puerto Suarez,BO,-18.95,-57.8,69.49,77,93,1.43,overcast clouds
675,Jabinyanah,TN,35.035,10.9081,78.6,63,32,7.7,scattered clouds
676,Tura,IN,25.5198,90.2201,75.83,95,99,4.47,overcast clouds
677,Daitari,IN,21.1,85.75,86.05,63,99,5.14,moderate rain
678,Sol-Iletsk,RU,51.1631,54.9918,78.8,40,98,13.22,overcast clouds
679,Progreso,MX,21.2833,-89.6667,78.12,81,14,10.56,few clouds
680,Atar,MR,20.5169,-13.0499,87.24,42,2,7.45,clear sky
681,Alta Floresta,BR,-9.8756,-56.0861,71.24,49,12,3.22,few clouds
682,Arroio Grande,BR,-32.2375,-53.0869,43.43,94,2,3.09,clear sky
683,Matadi,CD,-5.8167,13.45,67.51,83,81,5.95,broken clouds
684,Pyshma,RU,56.9523,63.2513,75.07,50,23,4.12,few clouds
685,Kabare,CD,-2.4683,28.8242,61.14,78,68,1.19,broken clouds
686,Saint-Georges,GD,12.0564,-61.7485,79.77,82,62,14.92,broken clouds
687,Mackay,AU,-21.15,149.2,80.69,84,11,8.86,few clouds
688,Vanavara,RU,60.34,102.2797,50.45,86,97,7.92,overcast clouds
689,Jacmel,HT,18.2342,-72.5347,76.84,81,21,1.59,few clouds
690,Horsham,GB,51.064,-0.3272,56.44,75,0,4.61,clear sky
691,Chesma,RU,53.8111,60.6533,72.25,52,5,4.99,clear sky
692,Meulaboh,ID,4.1363,96.1285,84.67,63,85,2.59,overcast clouds
693,Tsaratanana,MG,-16.7833,47.65,67.66,52,0,8.1,clear sky
694,Forestville,US,38.8451,-76.875,74.05,96,0,4.61,clear sky
695,Wangqing,CN,43.3218,129.7634,88.3,43,85,5.06,overcast clouds
696,Ak-Dovurak,RU,51.1833,90.6,69.17,34,3,2.48,clear sky
697,Guanica,PR,17.9716,-66.908,81.05,82,85,5.48,overcast clouds
698,Hoopstad,ZA,-27.8327,25.9083,48.56,47,91,5.37,overcast clouds
699,Wana,PK,32.2989,69.5725,81.46,57,30,6.42,scattered clouds
700,Kiunga,PG,-6.1219,141.2906,84.58,79,90,1.43,overcast clouds
701,Xining,CN,36.6167,101.7667,79.81,54,57,3.62,broken clouds
702,Natal,BR,-5.795,-35.2094,70.45,100,20,4.61,few clouds
703,Sehithwa,BW,-20.4667,22.7167,56.88,36,0,3.4,clear sky
704,Axim,GH,4.8699,-2.2405,71.98,82,29,5.03,scattered clouds
705,Colac,AU,-38.3333,143.5833,54.18,77,100,4.07,overcast clouds
706,Shaunavon,CA,49.6501,-108.4181,47.98,76,33,7.94,scattered clouds
707,Brigantine,US,39.4101,-74.3646,79.0,88,0,4.61,clear sky
708,Tonj,SS,7.2737,28.6822,70.75,95,94,3.31,overcast clouds
709,Petatlan,MX,17.5167,-101.2667,75.38,93,54,4.68,broken clouds
710,Egvekinot,RU,66.3167,-179.1667,51.8,47,75,22.12,broken clouds
711,Canguaretama,BR,-6.38,-35.1289,69.98,92,5,8.19,clear sky
712,Fort-Shevchenko,KZ,44.5086,50.263,79.32,69,100,27.85,light rain
713,Gladstone,AU,-23.85,151.25,71.78,83,100,3.44,overcast clouds
714,Iroquois Falls,CA,48.7669,-80.6831,61.14,69,41,7.9,scattered clouds
715,Puerto Narino,CO,-3.7703,-70.3831,71.85,99,100,1.34,overcast clouds
716,Tezu,IN,27.9167,96.1667,92.39,63,34,3.42,scattered clouds
717,Byron Bay,AU,-28.65,153.6167,72.95,51,73,5.41,broken clouds
718,Pouebo,NC,-20.4,164.5667,77.72,77,31,6.44,scattered clouds
719,Petauke,ZM,-14.2426,31.3253,61.47,50,0,6.82,clear sky
720,La Paz,BO,-16.5,-68.15,39.18,100,75,8.05,fog
721,Saluzzo,IT,44.6464,7.4862,75.29,77,0,4.61,clear sky
722,Gogrial,SS,8.5332,28.1004,71.35,96,100,4.63,overcast clouds
723,Bageshwar,IN,29.85,79.7667,78.75,81,77,0.87,broken clouds
724,Half Moon Bay,US,37.4636,-122.4286,67.53,85,100,8.05,overcast clouds
725,Boone,US,39.0334,-92.3335,81.79,80,19,8.46,few clouds
726,Samarai,PG,-10.6167,150.6667,81.28,80,31,12.28,scattered clouds
727,Rossano,IT,39.5751,16.6349,77.36,50,0,5.97,clear sky
728,Svirstroy,RU,60.7999,33.7248,72.54,65,56,7.72,broken clouds
729,Senno,RU,59.5336,33.9167,74.26,73,43,6.15,scattered clouds
